strategy,horizon_months,mean_total_payout,median_total_payout,p10_total_payout,p90_total_payout,prob_total_ge_10k,prob_total_ge_50k,prob_total_ge_100k,prob_no_payout,prob_any_account_death
A,6,16472.689621768404,15270.30891813793,4054.760147142704,30507.66631025965,0.69765,0.0025,0.0,0.0181,0.0
