strategy,horizon_months,mean_total_payout,median_total_payout,p10_total_payout,p90_total_payout,prob_total_ge_10k,prob_total_ge_50k,prob_total_ge_100k,prob_no_payout,prob_any_account_death
B,12,38112.91222256118,35413.51268367314,11889.346821151328,67830.59275631653,0.91495,0.26795,0.01115,0.0136,0.0
