symbol,entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,lot_size,pnl,risk_mode_at_entry,reason,risk_reward,session_tag,volatility_regime,trend_regime,atr_value_at_entry,pattern_tag,r_multiple,risk_scale,risk_tier,signal_reason,strategy_id
EURUSD_H1,2025-10-03 08:00:00+00:00,2025-10-03 17:00:00+00:00,short,1.17399,1.17335,1.1758698757142367,1.170230248571527,1.0,64.0000000000196,ultra_conservative,Opposite signal,1.9999999999998819,LONDON,LOW,UNKNOWN,0.001253250476157717,non_breakout,0.34044803874712665,0.5,UNKNOWN,non_breakout,OMEGA_M15_TF1
EURUSD_H1,2025-10-03 09:00:00+00:00,2025-10-03 17:00:00+00:00,short,1.17369,1.17335,1.1755534560203624,1.1699630879592748,1.0,34.000000000000696,ultra_conservative,Opposite signal,2.0,LONDON,LOW,UNKNOWN,0.0012423040135750142,non_breakout,0.18245668064323972,0.5,UNKNOWN,non_breakout,OMEGA_M15_TF1
EURUSD_H1,2025-10-03 18:00:00+00:00,2025-10-05 22:00:00+00:00,long,1.17396,1.1719734391358207,1.1719734391358207,1.177933121728358,1.0,-198.6560864179143,ultra_conservative,Stop Loss,1.9999999999998883,NY,NORMAL,UNKNOWN,0.001324373909452722,non_breakout,-1.0000000000000304,0.5,UNKNOWN,non_breakout,OMEGA_M15_TF1
EURUSD_H1,2025-10-03 17:00:00+00:00,2025-10-05 23:00:00+00:00,long,1.17335,1.171369857530884,1.171369857530884,1.1773102849382318,1.0,-198.0142469115931,ultra_conservative,Stop Loss,2.0,NY,NORMAL,UNKNOWN,0.0013200949794106114,non_breakout,-1.000000000000007,0.5,UNKNOWN,non_breakout,OMEGA_M15_TF1
